component_id,lot_id,N,T_ambient,V_stress,I_leak_0h,I_leak_24h,I_leak_96h,I_leak_168h,Y_spec_I_leak,I_ddq_0h,I_ddq_24h,I_ddq_96h,I_ddq_168h,Y_spec_I_ddq,t_pd_0h,t_pd_24h,t_pd_96h,t_pd_168h,Y_spec_t_pd,is_defect,defect_case,defect_param
C0015,6,54,125.0,3.3,9.733273826417637,9.901644364451498,10.483438695101523,10.974825336790216,50.0,1.9057320085468659,1.9751074017387322,2.2079443119274966,2.4477330124373586,10.0,8.195153336807827,8.44604949447839,9.127393228707787,10.12121967638934,40.0,False,,
C0016,1,121,125.0,5.0,9.794180838891895,10.163552820211304,11.224246365180337,12.69141743119647,50.0,2.093656935585679,2.124776293101252,2.219672243624575,2.3214501601468247,10.0,8.21067921684183,8.424736011382496,9.080674700982591,9.831495802429416,40.0,False,,
C0017,8,52,125.0,5.0,10.68132131990167,10.884432412466602,11.608822521778093,12.186826526102006,50.0,1.963562270710676,2.0085515115846544,2.1688969738254955,2.30097948872614,10.0,8.226868282807878,8.397465279515645,8.95570342393165,9.497958197228622,40.0,False,,
C0018,4,49,125.0,5.0,9.479706973743783,9.646180476653488,10.182407363739479,10.708242641317577,50.0,2.0127362475656487,2.101149244208216,2.393238592444184,2.719425101423423,10.0,7.226964391623756,7.317576450324499,7.602041206903339,7.885611730638259,40.0,False,,
C0019,3,52,125.0,5.0,8.793609834535255,8.785040377543002,8.806588289006491,8.73379872240767,50.0,1.9936491325561732,2.0124415335445534,2.0726876418314313,2.1289748673574094,10.0,7.455593228837012,7.524862623944427,7.747212291908088,7.954205349095955,40.0,False,,
C0020,4,49,125.0,5.0,10.805468497505947,10.924954573735542,11.222528496491519,11.670134723651108,50.0,2.0731492407940935,2.0752676987136227,2.072175057922045,2.088023983625536,10.0,8.789408574725469,8.920293671612068,9.386345570656346,9.747565180960654,40.0,False,,
C0021,2,53,125.0,3.3,11.2746639763035,11.470496611211162,12.028467826244242,12.719027400305839,50.0,1.915325590711598,1.978274492557944,2.18436988813535,2.401873836261633,10.0,7.5811164959691855,28.914239942828285,31.675040646377187,33.77272924012774,40.0,True,single,t_pd
C0022,3,52,125.0,5.0,9.797365367275335,9.926117182054579,10.330146113892132,10.734948370711697,50.0,1.8924427713856984,1.9146447376652422,1.9814969612387257,2.0534346533222276,10.0,8.244336412454675,8.436975531522203,9.078443709442686,9.69110496070303,40.0,False,,
C0023,7,45,125.0,3.3,9.031580979689908,9.337002639482145,10.315768479999083,11.399077053211997,50.0,2.0224297307181596,2.062459553668688,2.180713693491881,2.3198368209402926,10.0,7.7252249513336615,7.717507298205546,7.65825370807562,7.67136302198066,40.0,False,,
C0024,1,121,125.0,5.0,9.844758011902028,10.025415447282098,10.602508246416726,11.181147512981928,50.0,2.06009592846999,2.0892273698417125,2.1706565897128836,2.272873598355121,10.0,8.031869095707027,8.12940192719568,8.382998038838503,8.739980078478338,40.0,False,,
C0025,6,54,125.0,3.3,9.856888525079665,10.181026808944358,11.27964474995525,12.362377390561615,50.0,2.033253231309764,2.0793707243449036,2.2538060368787907,2.378891581604868,10.0,7.746698319090562,7.994941851725966,8.859357824721842,9.660671282639584,40.0,False,,
C0026,6,54,125.0,3.3,9.905038079488872,10.109250708578148,10.652640646170012,11.426043496415636,50.0,1.9190546270902673,1.9391944105659062,1.9982548692106297,2.064550120802107,10.0,8.224616461847859,8.395623924946777,8.934782637587222,9.498978559626899,40.0,False,,
C0027,5,49,125.0,3.3,9.443305979039076,9.635687637122523,10.286512448701227,10.875134067718072,50.0,2.0677484842091394,2.1053827454536305,2.20625506700054,2.346016967697211,10.0,8.05470964692668,8.101667886243696,8.218501467731599,8.389222518646905,40.0,False,,
C0028,7,45,125.0,5.0,10.28978057123824,10.486439223038335,11.099714783262527,11.74788340126073,50.0,1.9256139072904366,1.9727878919215416,2.1139519522623447,2.281116537761547,10.0,7.820684090542307,8.161339104704027,9.246130556374993,10.540507041123428,40.0,False,,
C0029,2,53,125.0,3.3,10.262253687643042,10.46788834236792,11.098527296963871,11.791175191851673,50.0,1.9478461355213617,1.9671627525563773,2.025747136604436,2.0871523920684685,10.0,7.579931152127716,7.729336011786579,8.168853764917019,8.689679253004783,40.0,False,,
C0030,1,121,125.0,3.3,9.252797190090346,9.596889749637764,10.629102630734248,11.947451625376912,50.0,1.9056046475277997,1.9303759066728237,2.0121233306611512,2.0859140005615524,10.0,8.107109678997004,8.300410248192113,8.876829251781784,9.560940477026893,40.0,False,,
C0031,5,49,125.0,5.0,10.349598365847443,10.316519939294526,10.243618191632553,10.12025775741074,50.0,2.130115834865203,2.1653184948164212,2.280764982679588,2.389093642599818,10.0,7.514912480382964,7.69523466574488,8.209569705240863,8.871754479357561,40.0,False,,
C0032,6,54,125.0,5.0,11.026342490972945,11.0261720518971,10.892575079574062,11.025149472766207,50.0,2.063342154102735,2.075127646026073,2.1180308564519263,2.1472677874593344,10.0,8.170992416848335,8.304376067520675,8.65233260835174,9.151667071657407,40.0,False,,
C0033,8,52,125.0,3.3,10.08598016621853,10.232915667253897,10.72133689168925,11.160588768597867,50.0,2.0604993375678875,2.093002458067857,2.186547705498232,2.2990758167284455,10.0,9.05059396361476,9.16575610315928,9.510827146340661,9.88816232265248,40.0,False,,
C0034,7,45,125.0,5.0,9.831337418965747,10.029392452438174,10.568381552569868,11.304380566125413,50.0,2.124721142114245,2.169739660155947,2.314532695682244,2.4606041700893364,10.0,8.540068020504805,8.892061867813569,10.00775071638029,11.33050720069173,40.0,False,,
C0035,1,121,125.0,3.3,9.92899839279624,10.1960988178956,11.044241362859768,11.956542414939939,50.0,2.2812649248238723,2.3177754534583883,2.4202027473999377,2.5494422292059666,10.0,8.287339154757666,8.536225010688478,9.380275974651317,10.194602709178616,40.0,False,,
C0036,5,49,125.0,3.3,10.30762838348428,10.562545021456476,11.35897608498245,12.230029236070344,50.0,1.8290773896089845,1.8606952513282362,1.9527971257627819,2.0622165019959042,10.0,7.965757080903541,8.190545743319507,8.916740500825428,9.678934064884348,40.0,False,,
C0037,2,53,125.0,5.0,9.13466419724639,9.282257907358034,9.79645589291621,10.219270560249639,50.0,1.9261623419122893,1.9643022502601213,2.0737539562396368,2.2095349341875337,10.0,7.22449894919859,7.410622934782589,8.008873171280213,8.632500652057251,40.0,False,,
C0038,1,121,125.0,3.3,10.082195351488652,10.386581234388085,11.345850225693942,12.415885722855776,50.0,1.9383824915825476,1.9644393249487135,2.0325806728316342,2.1283030415990662,10.0,7.471085441639926,7.545548450987972,7.744537164294956,8.008173354313493,40.0,False,,
C0039,7,45,125.0,5.0,9.804768025268595,10.101871655260073,11.009953695476776,12.083395413363425,50.0,1.9149180377617308,1.9664496802429694,2.1408466298491033,2.306103120022427,10.0,8.513117142441086,8.79213712704281,9.679414638013778,10.669142462796115,40.0,False,,
C0040,4,49,125.0,5.0,10.923912506478022,11.162497073057008,11.879805314333462,12.70750320074989,50.0,1.8922416752396287,1.9572586852692453,2.173480953770677,2.3970549104406804,10.0,7.684097567950088,7.772992383240217,8.060417810673359,8.328378823417461,40.0,False,,
C0041,8,52,125.0,5.0,9.91291363309752,10.206599319502564,11.211805836392108,12.160726686807449,50.0,1.9700346935944635,2.0002869326298525,2.104084651679096,2.1918096674065057,10.0,7.720299160734381,7.896575732249164,8.480183543054457,9.042049010585549,40.0,False,,
C0042,1,121,125.0,3.3,10.833943805559759,11.080160916299713,11.88468102944413,12.67952551357492,50.0,1.8783396284710596,1.9250200916989673,2.0725454440240694,2.2304995479541407,10.0,7.933739809726392,7.9623496763544415,8.045021203583469,8.1361885160488,40.0,False,,
C0043,2,53,125.0,5.0,9.448129651108996,9.584042599791758,9.98433664611077,10.441576693700274,50.0,2.0335042367537413,2.0693016964810638,2.188988901142159,2.2977152522506565,10.0,7.575181496461378,7.572086364367461,7.603614586576035,7.553542111069692,40.0,False,,
C0044,8,52,125.0,5.0,10.293629583401396,10.571332855646686,11.43667134911238,12.402151037278816,50.0,2.0051698321428613,2.05260187076873,2.1823472924267375,2.3617072927278238,10.0,7.509292506179346,7.683379773731592,8.230561864674147,8.816007902482477,40.0,False,,
C0045,1,121,125.0,3.3,10.159700131895615,10.374132096094048,10.958419974036682,11.759181053975828,50.0,2.0481028664763654,2.1211336992671668,2.3663937928715826,2.617373580394307,10.0,7.9798103708874315,8.074841991070787,8.399949209218256,8.669275470984656,40.0,False,,
C0046,3,52,125.0,3.3,9.56547637606761,9.756914066313737,10.374635620941984,10.988735981550965,50.0,2.0507728451638254,2.102219753849652,2.2664399500109247,2.4391664603333396,10.0,7.643388218131186,7.644216182710387,7.6279718486964345,7.6491858539878015,40.0,False,,
C0047,3,52,125.0,3.3,10.08869805731847,10.439073856887532,11.463156065328883,12.812180423629233,50.0,2.0603006853426677,2.0649690271524586,2.085556537447785,2.0932020522449704,10.0,7.7035925680884425,7.8993107729416225,8.439621189277437,9.182576760751703,40.0,False,,
C0048,1,121,125.0,5.0,10.6062594184158,10.558438750817505,10.45542108607501,10.27600868512079,50.0,1.9626591063176118,2.010822675046842,2.1666307456247242,2.325665098007645,10.0,7.687523589541198,8.004255770723878,9.047045829781055,10.198303581298653,40.0,False,,
C0049,3,52,125.0,5.0,9.838104147856699,9.895392985665856,10.075744519702623,10.246200042827894,50.0,2.2121143402633665,2.28362898273028,2.4999470026765045,2.763970457840174,10.0,8.208944085533787,8.4871911919061,9.41382720266646,10.366308152757227,40.0,False,,
C0050,1,121,125.0,3.3,9.154018675415118,9.228434400402783,9.568178067531269,9.687806175444264,50.0,2.0234431116482097,2.059428101443671,2.1550053147928447,2.289182664047375,10.0,7.907149723801857,8.044946207823818,8.497286245469754,8.923644032668491,40.0,False,,
C0051,7,45,125.0,5.0,9.991218586761278,10.15474879315822,10.602928855117131,11.193696496147506,50.0,1.8137515247375204,1.8680848967090506,2.03378059987552,2.230023919422645,10.0,7.928571212842458,8.087843943539768,8.603240389972122,9.112966050311645,40.0,False,,
C0052,6,54,125.0,5.0,9.548788452603743,53.16040022537559,58.232915126482354,61.95976445204216,50.0,1.8997624254233783,1.924647118189034,2.0069268671944984,2.080951862720091,10.0,8.238778358923554,8.476690077076748,9.216354122587294,10.055582113191122,40.0,True,single,I_leak
C0053,4,49,125.0,5.0,9.82882953066806,9.87725365288977,10.11409200567582,10.17284976595872,50.0,1.8259497010972185,1.8353434972761837,1.8702468625850612,1.892729896609205,10.0,7.943184156706824,8.191180534930455,8.946367362093081,9.850486881756735,40.0,False,,
C0054,5,49,125.0,3.3,9.95920611515744,10.060276318462723,10.431454551937497,10.688605342039049,50.0,2.001733462915131,2.0445939596626754,2.16385866927537,2.3217316302205666,10.0,7.888698492617131,8.01937196539687,8.447763994230073,8.850144475093783,40.0,False,,
C0055,8,52,125.0,3.3,9.147173891992242,9.251374684562792,9.537835614452593,9.901985388349187,50.0,1.9878194775946667,1.9926602807721485,1.9974069602280562,2.021953665192388,10.0,8.188180142228068,8.354742278004657,8.893958470273638,9.427728580747354,40.0,False,,
C0056,6,54,125.0,3.3,9.192170830339661,9.601904867515994,10.956236586446082,12.473641864487156,50.0,1.9531574302100543,1.9875374734604345,2.086777856598701,2.206905714274652,10.0,8.267279137423053,8.457477385375162,9.029337540924757,9.694162774180006,40.0,False,,
C0057,4,49,125.0,5.0,10.241033417762763,10.630371081088652,11.889584876748724,13.29769216622035,50.0,2.2010926112400515,2.273439053426257,2.5005857076330784,2.7602811335149995,10.0,7.941170600196559,8.143978275707923,8.832736500166686,9.47434268644492,40.0,False,,
C0058,6,54,125.0,5.0,9.73864065191516,9.893314668778803,10.386855633318385,10.874335097168785,50.0,2.054898287407691,2.0567525679121177,2.0482804944623227,2.067913442058355,10.0,8.032243110248208,8.18219894910836,8.610894024128557,9.142588595489586,40.0,False,,
C0059,3,52,125.0,5.0,8.717627829089716,8.860284547573805,9.269917807866493,9.766607631509608,50.0,2.0726098361446335,2.087543056422259,2.1178252688419947,2.1794291880903014,10.0,7.687283908106669,7.831798292548622,8.257683922295687,8.75775781540618,40.0,False,,
C0060,5,49,125.0,3.3,10.392422018304067,10.480840329431121,10.74583321977649,11.0273735671525,50.0,1.9068926512057898,1.9253507571888455,1.9736604383032155,2.0399125520920594,10.0,7.65572678273419,7.914477511614705,8.815941778847339,9.661336088486856,40.0,False,,
C0061,4,49,125.0,3.3,10.13618487763712,10.15871373913471,10.226601207293353,10.294942345911798,50.0,1.9000855108668988,2.0101745556476893,2.3802120372278184,2.8183668558767403,10.0,8.307659000786723,8.94282090709078,11.154809241363157,13.913928334686906,40.0,True,compound,
C0062,7,45,125.0,3.3,9.643062587981758,9.824653010213071,10.397220257655393,10.988303145550939,50.0,2.0036805499096957,2.036426364806142,2.1252898710550583,2.244450763388219,10.0,8.177976825017849,8.380578887573995,9.002856826658055,9.706057874178125,40.0,False,,
C0063,1,121,125.0,5.0,9.341584894470879,9.435201402224395,9.743592552901676,10.016934528788042,50.0,2.0173007139652226,2.0858715164618293,2.304553268048112,2.549112614985571,10.0,8.18211937536663,8.486421319175994,9.482536285307225,10.565188613607749,40.0,False,,
C0064,9,13,125.0,3.3,10.417903948157168,10.617422380232263,11.226418193053364,11.897386468439409,50.0,1.8143688432885543,1.86797161889381,2.0492592874567217,2.2245308727663233,10.0,8.112341739490208,8.243238773410429,8.655433100916888,9.074187190759774,40.0,False,,
C0065,3,52,125.0,5.0,10.174675311280215,10.215353068053531,10.254879779800937,10.462857629132333,50.0,1.9819692977150465,2.0314248414003155,2.1730826749419387,2.3551782219691293,10.0,8.018481310325981,8.308988759182402,9.11828149036386,10.286898918551517,40.0,False,,
C0066,1,121,125.0,5.0,11.191301141342036,11.329852307919266,11.81398813054261,12.197933107453563,50.0,2.0014072082873504,2.0443500080618278,2.176537266838989,2.3220630536129883,10.0,8.278564756329107,8.489048543761866,9.11167162918479,9.869219720100398,40.0,False,,
C0067,1,121,125.0,3.3,10.210094299362469,10.42947115193454,11.13655136978213,11.848339531219425,50.0,1.978485083422887,2.025834777572567,2.185935274307302,2.3347021060788737,10.0,8.374043504409114,8.815441525012133,10.281588345121763,11.997678119751473,40.0,False,,
C0068,9,13,125.0,3.3,10.193851570631008,10.435059464879126,11.15283830709502,12.007004234224498,50.0,1.9186609587653323,1.940495659017795,2.0033036263648403,2.076822104356434,10.0,8.364491202076259,8.432035980265715,8.622558606740665,8.84891421980022,40.0,False,,
C0069,2,53,125.0,3.3,9.916536034945718,10.156265512869078,10.895482236107403,11.721369477141183,50.0,1.946046481807886,2.0016491233711253,2.1719242634749665,2.370262246532763,10.0,7.959688833621605,8.064012873228194,8.395620975944444,8.719306517419968,40.0,False,,
C0070,3,52,125.0,5.0,10.408387933600395,10.47911407618088,10.613946928240118,10.913678440666171,50.0,1.9823140806427204,1.9999161524184341,2.065612880529591,2.1088598626514004,10.0,8.554797091963536,8.761720338230914,9.466166711735806,10.112707134346461,40.0,False,,
C0071,7,45,125.0,5.0,10.312542600624077,10.606933282658243,11.482321541858932,12.558400425194804,50.0,2.0090800023610047,2.066044994537039,2.2433755902827284,2.4434026611912114,10.0,8.09138427269293,8.285353691835311,8.8813086187304,9.55081442441497,40.0,False,,
C0072,8,52,125.0,3.3,10.625862504282598,10.75335035974415,11.115095347452659,11.551048838643174,50.0,2.060479158255057,2.126128960463522,2.3487971801087584,2.566361704207798,10.0,8.25295047702632,8.578953491163995,9.585323484581902,10.823924627667127,40.0,False,,
C0073,7,45,125.0,3.3,9.739338540681358,9.995761486280086,10.872626651001411,11.68246313622542,50.0,2.1080856204950873,2.154692539260322,2.305722209703832,2.4567879872354546,10.0,8.112835156333952,8.22086772317787,8.567567214993419,8.899952974954648,40.0,False,,
C0074,2,53,125.0,5.0,9.78229626352802,9.97690148193327,10.550411804321655,11.228582046500224,50.0,1.970565227647275,2.006504138933742,2.1146703599316896,2.236328143660271,10.0,8.09880268299367,8.334066301924429,9.066830923949116,9.896320455711887,40.0,False,,
C0075,6,54,125.0,3.3,9.76044841454401,9.821315791003155,10.038235408057613,10.194574524328791,50.0,1.9543843803884642,2.001295662317385,2.154048386646532,2.3073787046929604,10.0,7.705699203899872,34.54067806563628,42.261458296445554,49.67636369980308,40.0,True,single,t_pd
C0076,5,49,125.0,3.3,10.395400860589495,10.57043885889809,11.083523245612302,11.684326493912135,50.0,2.0437655673534305,2.0261581515488887,1.9774040573149412,1.9236538226599893,10.0,8.28054033533793,8.504499790013803,9.199940675008607,9.981351763659005,40.0,False,,
C0077,6,54,125.0,3.3,10.749187220148366,11.003444597220309,11.817506255464409,12.660383609180155,50.0,2.0610844916410853,2.1085359787398215,2.2690698097336854,2.4170873113288476,10.0,9.138117757963055,9.233063135747555,9.630614028574655,9.823814094854026,40.0,False,,
C0078,5,49,125.0,3.3,9.77057975342535,10.025881619854015,10.824856364210907,11.704045525270718,50.0,1.9565799566741116,1.9934936942057715,2.102685460364557,2.230069828936726,10.0,7.850081970083966,8.117593829639175,8.875515876511074,9.925355497260982,40.0,False,,
C0079,8,52,125.0,3.3,9.787613136103454,9.969566048854938,10.581965144689493,11.134558814079611,50.0,2.079039347696617,2.1195675562590983,2.246417093618137,2.3798774270385645,10.0,8.02839788616998,8.287660940693268,9.099073244135026,10.028835294520835,40.0,False,,
C0080,10,12,125.0,5.0,10.1570386119349,10.515762757541415,11.638551280689978,12.950389676405779,50.0,2.0979585341155973,2.1547404639485506,2.3337566518707664,2.529201149780471,10.0,7.8215178942610954,8.024844862652943,8.666933032941213,9.360741621589856,40.0,False,,
C0081,1,121,125.0,5.0,9.87711924999355,10.174174675300293,11.032594848494224,12.15381282341267,50.0,2.1291686465658675,2.170160063061853,2.3060208734162466,2.433223461724647,10.0,7.804792039375227,7.976836792186663,8.482800787253426,9.091738390694275,40.0,False,,
C0082,1,121,125.0,5.0,10.476026826569946,10.658660209015812,11.148318923197465,11.823300034295931,50.0,2.1778320906719824,2.196556941661231,2.2421507661366142,2.312335808820448,10.0,8.61777979124747,8.809620877468415,9.453492042616435,10.05375222599795,40.0,False,,
C0083,1,121,125.0,5.0,8.874111354690477,9.118160226689142,9.865015226942582,10.730038789090713,50.0,1.9133583861340562,1.9489200139962823,2.070092879177883,2.1766077110155795,10.0,7.730811592909014,7.879340909012984,8.376193138087558,8.832399462160021,40.0,False,,
C0084,1,121,125.0,5.0,9.586647476541552,9.963766390421702,11.116627900153297,12.559264592342613,50.0,2.0013898209332512,2.042769665933792,2.1771782255913346,2.3096473876113537,10.0,7.810367810653456,8.016622842727648,8.666577759028755,9.373704197741134,40.0,False,,
C0085,8,52,125.0,3.3,9.608791833019277,9.989346553887302,11.24687368761693,12.610922350108849,50.0,2.001127769661866,2.04345029947651,2.16153731998411,2.316859206932876,10.0,7.36500287050748,7.514596010730755,7.971051782269099,8.478166487171512,40.0,False,,
C0086,8,52,125.0,3.3,8.839821993806927,8.908065430134195,9.094743425524946,9.328733131794964,50.0,1.9901926431467492,2.0332190033452213,2.181057458433765,2.311630532034289,10.0,7.696955310183101,7.785583828238129,8.05312919487023,8.33920223789279,40.0,False,,
C0087,1,121,125.0,5.0,9.518180777815598,9.620355296885652,10.051447786972764,10.256851951847255,50.0,1.9350737080389864,1.993887739317481,2.205640109970784,2.386271458106912,10.0,7.316640042818661,7.386251167503928,7.59510210936089,7.818048569589142,40.0,False,,
C0088,1,121,125.0,3.3,9.542421942077038,9.874967597045893,10.848682048853492,12.128247704059588,50.0,1.8514437996768929,1.8683653562759313,1.9296815609990972,1.9731924242732226,10.0,8.252721879684772,8.355712856830143,8.66906345309797,9.0012182680096,40.0,False,,
C0089,3,52,125.0,5.0,9.899447672740585,9.992672647337198,10.288112573429075,10.57075086058071,50.0,2.0092679446029003,2.0529835964391996,2.205545422246682,2.3359913015934413,10.0,9.119878888734924,9.322534658002963,9.948563735929406,10.636619418796698,40.0,False,,
C0090,4,49,125.0,5.0,10.556482945830131,10.627998775559208,10.784300475002198,11.067383710069981,50.0,1.9231644340452088,1.9864351919141254,2.1899474224811066,2.4122498697828303,10.0,7.8533284825397915,8.008278121810115,8.502431495693111,9.004331043938633,40.0,False,,
C0091,7,45,125.0,3.3,9.877469674404649,10.026995390074209,10.463414139982207,10.972901405259881,50.0,2.0085993480747626,2.0139299398171477,2.013142415007617,2.0462118901317874,10.0,7.333296826803905,7.495754562899947,8.0351899151203,8.54893312830049,40.0,False,,
C0092,8,52,125.0,5.0,9.484593139864423,9.714141796320416,10.444042176031727,11.212922887063877,50.0,1.9205956458301148,1.9624578450756571,2.0742948723531294,2.2335039063894553,10.0,8.359999865771893,8.569067840379555,9.171403200935552,9.93796458942141,40.0,False,,
C0093,3,52,125.0,5.0,9.971522729393236,10.160742673107226,10.625228933517901,11.373896395036294,50.0,1.890034165415566,1.9167709950395888,2.001822203380787,2.085324634007634,10.0,7.709230016427937,7.815053003636378,8.09854871489384,8.481203284512327,40.0,False,,
C0094,7,45,125.0,3.3,10.524586810720674,10.666609413946535,11.117428966330097,11.55990911591811,50.0,2.02342983603769,2.0563973682337253,2.1521688301649204,2.265793772039961,10.0,8.519738772221416,8.815003965297368,9.678268317243448,10.814337292103803,40.0,False,,
C0095,3,52,125.0,3.3,9.512020591942548,9.638129775588721,10.121976174707047,10.430681805034192,50.0,2.0150921526806496,2.037161290740123,2.0952043837328223,2.1747454785201468,10.0,7.887188380884022,8.023817291256446,8.484666506971081,8.89475383437901,40.0,False,,
C0096,4,49,125.0,5.0,9.544712558039276,9.667616283957493,10.023128762165234,10.438995438064,50.0,2.0579281971320933,2.0955975290878968,2.212099121970098,2.336543319161367,10.0,7.747273724366888,7.868640423947933,8.254586579448185,8.637826846992485,40.0,False,,
C0097,8,52,125.0,5.0,10.279274479637111,10.394452760425164,10.761750776664229,11.113136068559626,50.0,2.2185863766417624,2.3038079503954245,2.587561845520971,2.8884566743711404,10.0,7.928816977701725,8.125640839139471,8.768011292081987,9.413540533242536,40.0,False,,
C0098,2,53,125.0,3.3,9.8892319421346,10.31265254827912,11.754759837078593,13.262253444608328,50.0,2.0277289531210845,2.0426443116578623,2.0728847325886495,2.1344688868945987,10.0,8.303110704374475,8.316685443261632,8.29780750026889,8.398601208171739,40.0,False,,
C0099,4,49,125.0,5.0,10.323742345354738,10.560931468699936,11.29643115523202,12.102988716455657,50.0,2.048508176706413,2.0655187837041864,2.1126505588374935,2.1705901639374554,10.0,7.909031747697737,8.004688762046618,8.372720943562376,8.603422273052672,40.0,False,,
C0100,5,49,125.0,3.3,9.993176604102352,10.281655534543933,11.165498977651364,12.196071795451509,50.0,1.8922438671132675,1.9054529673977867,1.960324390923885,1.9866666270112505,10.0,7.801310118882518,8.033872852778119,8.747280834661916,9.582292523068903,40.0,False,,
C0101,1,121,125.0,5.0,10.350831824044784,10.507224874311394,10.865665274929436,11.49647435966399,50.0,1.8713092559463624,1.9410607793518715,2.1546591699058006,2.417689623942132,10.0,7.920467358808451,7.941264769208476,8.010716814968342,8.06720106176161,40.0,False,,
C0102,2,53,125.0,5.0,9.48246094297968,9.654476892554245,10.222131650127752,10.754119461601782,50.0,2.1582829446773335,2.1914700045601427,2.3041012196224595,2.40158765118579,10.0,7.491257926199646,7.724803450332556,8.506224150589548,9.28717363197065,40.0,False,,
C0103,1,121,125.0,3.3,9.993957674605866,10.122524545214365,10.512282540255379,10.929412932531214,50.0,1.9076520220066697,1.9453159583936572,2.0578289346596343,2.18743976862254,10.0,8.158812640917592,8.44527969493358,9.32023288001509,10.388109065468191,40.0,False,,
C0104,8,52,125.0,5.0,9.894654992818422,9.830170701518727,9.590420932633055,9.451994957485345,50.0,1.8956055928531357,1.92588252875153,2.025157436558552,2.1179741981874884,10.0,7.285309362462036,7.404099585394687,7.750987902993602,8.158639990984593,40.0,False,,
